,Date,ITS_LIVE Mean Velocity,Mask Ratio
719,2018-06-13,1743.9,0.753
720,2018-06-15,1751.9,0.68
721,2018-06-16,2029.9,0.767
724,2018-06-18,1885.6,0.678
729,2018-06-19,2010.1,0.74
734,2018-06-21,1959.2,0.699
735,2018-06-22,1946.5,0.716
737,2018-06-24,1792.1,0.59
739,2018-06-25,1827.2,0.76
740,2018-06-26,1889.0,0.682
741,2018-06-27,1840.6,0.693
742,2018-06-28,1872.3,0.744
745,2018-07-01,1947.2,0.77
749,2018-07-04,1740.4,0.748
751,2018-07-06,1952.4,0.811
754,2018-07-07,1824.4,0.739
755,2018-07-08,1910.0,0.741
757,2018-07-10,1800.0,0.69
758,2018-07-11,1911.7,0.779
760,2018-07-13,1878.5,0.748
761,2018-07-15,1884.5,0.763
762,2018-07-16,1847.6,0.712
763,2018-07-18,1869.0,0.751
764,2018-07-19,1808.2,0.714
766,2018-07-21,1850.1,0.753
768,2018-07-22,1794.2,0.739
770,2018-07-24,1816.4,0.742
776,2018-07-25,1744.8,0.68
777,2018-07-26,1824.1,0.766
778,2018-07-27,1725.0,0.753
779,2018-07-28,1731.4,0.757
781,2018-07-31,1820.1,0.719
782,2018-08-03,2009.4,0.796
786,2018-08-05,1867.5,0.753
789,2018-08-06,1828.2,0.719
790,2018-08-08,1787.5,0.767
792,2018-08-09,1766.5,0.758
794,2018-08-10,1793.9,0.754
797,2018-08-12,1759.8,0.775
799,2018-08-13,1823.8,0.793
802,2018-08-14,1778.1,0.766
803,2018-08-15,1804.6,0.788
806,2018-08-17,1671.8,0.705
807,2018-08-18,1767.3,0.827
810,2018-08-20,1654.6,0.722
811,2018-08-21,1558.6,0.721
813,2018-08-23,1631.6,0.752
815,2018-08-24,1720.0,0.774
816,2018-08-26,1641.9,0.774
818,2018-08-27,1644.0,0.694
819,2018-08-28,1669.7,0.704
820,2018-08-29,1547.3,0.695
821,2018-08-30,1620.6,0.739
823,2018-09-01,1667.7,0.777
824,2018-09-02,1592.0,0.75
826,2018-09-04,1674.0,0.71
827,2018-09-05,1768.5,0.819
835,2018-09-07,1778.7,0.796
840,2018-09-08,1783.9,0.747
842,2018-09-09,1773.7,0.77
850,2018-09-10,1786.3,0.79
858,2018-09-11,1795.5,0.772
859,2018-09-12,1746.5,0.756
865,2018-09-13,1648.4,0.774
866,2018-09-14,1682.0,0.786
868,2018-09-15,1750.2,0.792
875,2018-09-16,1744.2,0.799
876,2018-09-17,1803.6,0.815
887,2018-09-19,1745.1,0.793
894,2018-09-20,1780.2,0.795
897,2018-09-22,1718.9,0.739
904,2018-09-23,1682.6,0.783
905,2018-09-25,1718.8,0.784
913,2018-09-26,1662.0,0.772
914,2018-09-27,1700.3,0.771
917,2018-09-28,1633.6,0.671
920,2018-09-29,1674.6,0.755
921,2018-09-30,1747.1,0.804
924,2018-10-01,1695.1,0.791
925,2018-10-02,1711.4,0.782
927,2018-10-04,1668.1,0.691
929,2018-10-05,1739.0,0.763
932,2018-10-07,1776.0,0.768
933,2018-10-08,1749.6,0.777
935,2018-10-09,1697.0,0.795
936,2018-10-10,1497.9,0.539
938,2018-10-11,1685.6,0.732
939,2018-10-13,1563.9,0.65
941,2018-10-14,1703.1,0.738
944,2018-10-16,1551.8,0.593
946,2018-10-17,1658.5,0.763
947,2018-10-19,1686.1,0.695
948,2018-10-20,1848.6,0.792
952,2018-10-22,1415.0,0.502
954,2018-10-23,1661.0,0.735
955,2018-10-25,1608.9,0.61
956,2018-10-26,1668.3,0.734
958,2018-10-28,1414.3,0.521
960,2018-10-29,1631.0,0.659
961,2018-10-31,1603.2,0.656
962,2018-11-01,1642.0,0.696
964,2018-11-03,1482.9,0.492
966,2018-11-04,1675.5,0.706
967,2018-11-06,1495.2,0.544
968,2018-11-07,1629.3,0.632
970,2018-11-09,1454.2,0.541
972,2018-11-10,1734.5,0.695
973,2018-11-12,1703.7,0.685
974,2018-11-13,1629.3,0.681
976,2018-11-15,1396.6,0.444
978,2018-11-16,1520.7,0.628
979,2018-11-18,1578.0,0.549
980,2018-11-19,1683.2,0.634
981,2018-11-21,1443.6,0.497
982,2018-11-22,1498.8,0.522
983,2018-11-24,1654.3,0.594
984,2018-11-25,1691.5,0.698
986,2018-11-27,1501.1,0.488
987,2018-11-28,1417.0,0.488
988,2018-11-30,1786.5,0.675
989,2018-12-01,1730.0,0.657
990,2018-12-03,1539.6,0.522
992,2018-12-04,1678.6,0.679
993,2018-12-06,1611.8,0.612
995,2018-12-07,1604.2,0.562
